"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"23201","A0000036928","豊橋市","TASUC株式会社","たすくかぶしきがいしゃ","9012401025013","東京都国立市","東一丁目１番地の３","042-505-9940","042-505-9940","http://tasuc.com","保育所等訪問支援","TASUC 豊橋","たすくとよはし","2355100351","愛知県豊橋市","花田一番町138豊橋西駅前ビル2階","0532-43-6535","0532-43-6535","http://tasuc.com/",34.76315215,137.38019750,"09:00-17:30","","","","日曜日、月曜日","日曜日；季節行事の時、営業する場合がある。",
"13000","A0000039623","東京都","社会福祉法人　あすはの会","しゃかいふくしほうじんあすはのかい","8013105000039","東京都福生市","大字熊川字武蔵野１６００番２法人本部事務局","042-513-5678","042-513-5750","https://asuha.or.jp","保育所等訪問支援","子ども発達プラザ　ホエール","こどもはったつぷらざほえーる","1354000208","東京都昭島市","つつじが丘３−３−１","042-519-7633","042-519-7644","https://asuha.or.jp",35.71181261,139.36988808,"","","","","土日祝、年末年始",,
"13000","A0000044330","東京都","狛江市","こまえし",,"東京都狛江市","和泉本町１−１−５狛江市元和泉１-11-11　ひだまりセンター２階","03-5761-9012","03-5761-9089","https://www.city.komae.tokyo.jp/index.cfm/43,106973,331,html","保育所等訪問支援","狛江市児童発達支援センター","こまえしじどうはったつしえんせんたー","1354500124","東京都狛江市","元和泉１−１１−１１","03-5761-9085","03-5761-9089","https://fukushi.unchusha.com/business_kagawa.html#about",35.63146377,139.57597095,"","","","",,,
"13000","A0000082394","東京都","特定非営利活動法人ゆめぽっと","とくていひえいりかつどうほうじんゆめぽっと","01240500207  ","東京都狛江市","中和泉２−１０−１ポケットビル２階","03-3489-6570","03-3489-7853","https://www.npo-yumepot.jp","保育所等訪問支援","ゆめぽっと","ゆめぽっと","1354500066","東京都狛江市","中和泉２−１０−１ポケットビル２階","03-3489-6570","03-3489-7853","https://www.npo-yumepot.jp",35.63878178,139.57291214,"","","","",,,
"13000","A0000124254","東京都","株式会社パワーサポート","かぶしきがいしゃぱわーさぽーと","8012801010061","東京都東大和市","上北台1-2-1N-stageKamikitadai101","042-566-1500","042-567-5100","https://power-support.ltd","保育所等訪問支援","トライきっず立野","とらいきっずたての","1354600239","東京都東大和市","立野２−４−１プレステージ上北台１０１","042-567-2200","042-567-2211",,35.74583495,139.41729909,"","","","",,,
"13000","E0000087870","東京都","学校法人日本社会事業大学","がっこうほうじんにほんしゃかいじぎょうだいがく","9012705000091","東京都清瀬市","竹丘３丁目１−３０竹丘３丁目１−３０","042-496-3000","042-496-3001","http://www.jcsw.ac.jp/","保育所等訪問支援","日本社会事業大学附属　子ども学園","にほんしゃかいじぎょうだいがくふぞくこどもがくえん","1354400010","東京都清瀬市","梅園１−２−５０","042-491-8131","042-491-8133","http://jcsw-kodomogakuen.com/",35.77395629,139.50729049,"09:35-16:00","09:00-13:00","","","日曜、祝日及び園長が別に定めた日",,
"13000","A0000085866","東京都","合同会社アヴリオ","ごうどうがいしゃあう゛りお","5012703002250","東京都東久留米市","八幡町２−１４−６東京都東久留米市八幡町2-14-7-2F","042-449-9682","042-449-9682","https://copelplus.copel.co.jp/school/higashi-kurume/","保育所等訪問支援","コペルプラス　東伏見教室","こぺるぷらすひがしふしみきょうしつ","1355400415","東京都西東京市","富士町４−１８−１１フジビル２階","042-452-3561","042-452-3562","https://copelplus.copel.co.jp/school/higashi-fushimi/",35.72906837,139.56380383,"10:00-16:00","10:00-16:00","10:00-16:00","10:00-16:00","土日祝日、8月13-15日、12月30-1月3日","特にナシ",
"13000","A0000042890","東京都","東久留米市","ひがしくるめし","3000020132225","東京都東久留米市","本町３−３−１","042-470-7777","042-475-8181","http://www.city.higashikurume.lg.jp/","保育所等訪問支援","東久留米市児童発達支援センターわかくさ学園","ひがしくるめしじどうはったつしえんせんたーわかくさがくえん","1354800029","東京都東久留米市","南沢４−７−１８","042-467-5077","042-467-3276",,35.74814593,139.52981139,"09:00-17:00","","","","土曜日、日曜日、祝日、年末年始",,
"13000","A0000098859","東京都","合同会社Ｗａｌｋ","ごうどうがいしゃうぉーく","5012803001929","東京都武蔵村山市","本町１−５５−１７","042-843-5372","042-843-5382","https://twitter.com/walk67185108","保育所等訪問支援","おうちえんＷａｌｋ","おうちえんうぉーく","1354900217","東京都武蔵村山市","本町１−３２−４","0428438690",,,35.75391380,139.38637125,"","","","",,,
"13000","E0000087937","東京都","社会福祉法人日本心身障害児協会","しゃかいふくしほうじんにほんしんしんしょうがいじきょうかい","8013405000151","東京都多摩市","中沢１−３１−１","042-374-2071","042-372-9363","https://www.shimada-ryoiku.or.jp/","保育所等訪問支援","島田療育センター","しまだりょういくせんたー","1355000108","東京都多摩市","中沢１−３１−１","042-374-2071","042-372-9363","https://www.shimada-ryoiku.or.jp/tama/",35.62198803,139.41149603,"","","","","","",
"13000","A0000028818","東京都","特定非営利活動法人アピュイ","とくていひえいりかつどうほうじんあぴゅい","4013405001021","東京都多摩市","落合３丁目１７番地１号１０５号室","042-400-0967","042-400-0967","https://apyui.jimdofree.com/","保育所等訪問支援","発達相談支援センター　ＣＯＲＯＮＯＡＨ　ｏｒａｎｇｅ","はったつそうだんしえんせんたーころのあおれんじ","1355000272","東京都多摩市","鶴牧５−１−１−１０２","042-400-7100","042-400-7101","https://www.minanoha.com/orange",35.63703150,139.44628410,"","","","",,,
"13000","A0000035697","東京都","学校法人子どもの森","がっこうほうじんこどものもり",,"東京都稲城市","矢野口１７５３","042-377-7654","042-377-7609",,"保育所等訪問支援","発達支援　Ｓmile Ｏn","はったつしえんすまいるおん","1355100106","東京都稲城市","矢野口２２４０−１　２階","042-401-5552","042-401-5553",,35.63494127,139.51704925,"10:00-12:00","10:00-12:00","","","祝日及び日曜及び12/29から1/3",,
"13000","A0000120362","東京都","稲城市","いなぎし",,"東京都稲城市","東長沼２１１１","042-378-2111","042-378-5677","","保育所等訪問支援","稲城市発達支援センター分室レスポーいなぎ大丸","いなぎしはったつしえんせんたーぶんしつれすぽーいなぎおおまる","1355100171","東京都稲城市","大丸６０７−２都営稲城アパート１７号棟１階","042-401-5139","042-401-5140","http://www.inagi-masayume.com/",35.64652651,139.49382995,"","","","",,,
"13000","A0000032212","東京都","社会福祉法人正夢の会","しゃかいふくしほうじんまさゆめのかい","9013405000332","東京都稲城市","若葉台4-32-2　","042-350-3100","042-350-3569","http://www.inagi-masayume.com/","保育所等訪問支援","ルフレいなぎ　児童発達支援事業所","るふれいなぎじどうはったつしえんじぎょうしょ","1355100122","東京都稲城市","矢野口８８３−２","042-401-6701","042-401-6702",,35.64297007,139.51484852,"","","","",,,
"13114","A0000057807","中野区","社会福祉法人正夢の会","しゃかいふくしほうじんまさゆめのかい","9013405000332","東京都稲城市","若葉台4-32-2","042-350-3100","042-350-3569","http://www.inagi-masayume.com/","保育所等訪問支援","中野区療育センターゆめなりあ","なかのくりょういくせんたーゆめなりあ","1351400278","東京都中野区","弥生町５−５−２","03-6382-4781","03-6382-4782",,35.68616487,139.66633317,"","","","",,,
"13000","A0000075969","東京都","西東京市","にしとうきょうし","1000020132292","東京都西東京市","南町五丁目６番13号","042-464-1311",,"https://www.city.nishitokyo.lg.jp/","保育所等訪問支援","西東京市児童発達支援センターひいらぎ","にしとうきょうしじどうはったつしえんせんたーひいらぎ","1355400019","東京都西東京市","住吉町六丁目15番６号","042-422-9897","042-422-5375","https://www.city.nishitokyo.lg.jp/kosodate/hiiragi/kodomonohattatusenta.html",35.74443295,139.55129034,"","","","","土・日・祝日・年末年始",,
"14100","A0000033052","横浜市","一般社団法人　キッズライン","いっぱんしゃだんほうじんきっずらいん","5020005009823","神奈川県横浜市鶴見区","岸谷一丁目11番10号","045-572-2627","045-550-7027","https://www.kidsline.jp","保育所等訪問支援","キッズライン","きっずらいん","1450100050","神奈川県横浜市鶴見区","岸谷一丁目11番10号","045-572-2627","045-550-7027","https://www.kidsline.jp",35.49487725,139.66481640,"10:00-16:00","","","","日曜日・月曜日・土曜日・祝日・12月29日〜1月3日",,
"14100","A0000013296","横浜市","社会福祉法人青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川1−9−1小児療育相談センター","045-321-1772","045-321-3037","http://www.aoitori-y.jp/","保育所等訪問支援","横浜市中部地域療育センター","よこはましちゅうぶちいきりょういくせんたー","1450500028","神奈川県横浜市南区","清水ケ丘４９番地","045-253-0358","045-253-0378",,35.43916358,139.60947809,"08:45-17:15","","","","土・日・祝",,
"14100","A0000013340","横浜市","社会福祉法人青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川1−9−1小児療育相談センター","045-321-1772","045-321-3037","http://www.aoitori-y.jp/","保育所等訪問支援","横浜市南部地域療育センター","よこはましなんぶちいきりょういくせんたー","1450700016","神奈川県横浜市磯子区","杉田５−３２−２０","045-774-3831","045-772-6227","http://www.aoitori-y.jp/",35.38287698,139.62258844,"08:45-17:45","","","","日曜日・土曜日・国民の祝日・1月2日、1月3日、12月29日から12月31日まで",,
"14100","A0000013366","横浜市","社会福祉法人青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川1−9−1小児療育相談センター","045-321-1772","045-321-3037","http://www.aoitori-y.jp/","保育所等訪問支援","横浜市東部地域療育センター","よこはましとうぶちいきりょういくせんたー","1450200017","神奈川県横浜市神奈川区","東神奈川１−２９横浜市東部療育ビル","045-441-7711","045-441-7011","http://www.aoitori-y.jp/yokohama-east-ryoiku/",35.47701120,139.62937220,"08:45-17:15","","","","土日祝日",,
"14100","A0000063715","横浜市","ぷれいぐらんど株式会社","ぷれいぐらんどかぶしきがいしゃ","5020001124460","神奈川県横浜市神奈川区","栄町2-8横浜藤ビル4階","045-299-1970","045-299-1970","https://orangebaby.org/","保育所等訪問支援","児童発達支援事業所おれんじハウス西横浜教室","じどうはったつしえんじぎょうしょおれんじはうすにしよこはまきょうしつ","1450300106","神奈川県横浜市西区","浜松町5-1西横浜新電ビル1階","045-315-7769","045-315-7769","https://peraichi.com/landing_pages/view/orange-jihatsu/",35.45174812,139.61144160,"08:30-12:30","","","","日・祝",,
"14130","A0000013800","川崎市","社会福祉法人　青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川１−９−１","045-321-1772","045-321-3037","https://www.aoitori-y.jp","保育所等訪問支援","川崎西部地域療育センター保育所等訪問支援事業所","かわさきせいぶちいきりょういくせんたーほいくじょとうほうもんしえんじぎょうしょ","1455500015","神奈川県川崎市宮前区","平２丁目６番の１","044-865-2905","044-865-2955","http://www.aoitoti-y.jp",35.60150808,139.56956343,"08:30-17:00","","","","土、日、祝日、12/29〜1/3",,
"14201","A0000057770","横須賀市","社会福祉法人青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川一丁目９番地の１","045-321-1772","045-321-3037","https://www.aoitori-y.jp","保育所等訪問支援","横須賀市療育相談センター","よこすかしりょういくそうだんせんたー","1451900631","神奈川県横須賀市","小川町１６番地はぐくみかん","046-822-6741","046-823-1798","https://www.aoitori-y.jp/",35.28271230,139.67260006,"08:30-17:00","","","","月、水、木、金、土、日、祝日、年末年始","相談や申込は月曜日から金曜日まで受け付けています。",
"14100","A0000084029","横浜市","青少年児童療育支援協会株式会社","せいしょうねんじどうりょういくしえんきょうかいかぶしきがいしゃ","3020001123695","神奈川県横浜市西区","楠町７−１なし","045-594-9620","045-594-9621","http://www.sjrsk.jp","保育所等訪問支援","フリースマイル横浜港南Ⅲ","ふりーすまいるよこはまこうなんすりー","1453100404","神奈川県横浜市港南区","日野南6-6-4　","045-752-9445","045-752-9446","http://www.sjrsk.jp",35.37624013,139.56530204,"10:00-15:00","","","",,,
"46201","A0000084428","鹿児島市","青少年児童療育支援協会株式会社","せいしょうねんじどうりょういくしえんきょうかいかぶしきかいしゃ","3020001123695","神奈川県横浜市西区","浅間町3-168-13LEINANI３号室","0455949620","0455949621","https://www.sjrsk.jp/","保育所等訪問支援","フリースマイル西紫原","ふりーすまいるにしむらさきばる","4650100672","鹿児島県鹿児島市","西紫原町７番地１４","099-230-0911","0992300912","http://www.sjrsk.jp",31.55411781,130.52862175,"11:00-15:00","","","","日曜日",,
"14000","A0000027589","神奈川県","合同会社ｔｉｎｏ−ｃｈｏｕ","ごうどうがいしゃてぃのしゅ","1021003007954","神奈川県横浜市西区","北幸2-10-28むつみビル3階","090-9002-9145",,"https://www.tino-chou.com/","保育所等訪問支援","ｔｉｎｏ","てぃの","1452000480","神奈川県平塚市","宮の前2-20クレアール湘南102","0463-73-6929","0463-73-6929","https://www.tino-chou.com/",35.33184077,139.35064554,"09:30-17:00","","","","土日祝",,
"14100","A0000012965","横浜市","特定非営利活動法人ムーミンの会","とくていひえいりかつどうほうじんむーみんのかい","3020005005320","神奈川県横浜市西区","浜松町１０−１０なかまの杜","045-315-2141","045-315-2538","http://moomin-asobi.org/","保育所等訪問支援","つむぎ子ども教室","つむぎこどもきょうしつ","1450300015","神奈川県横浜市西区","浜松町10−10なかまの杜　４Ｆ","045-315-2172","045-315-2538","http://moomin-asobi.org/tumugi/index.html",35.45252024,139.60985288,"","","","","日曜・祭日・年末年始",,
"14100","A0000081340","横浜市","特定非営利活動法人ムーミンの会","とくていひえいりかつどうほうじんむーみんのかい","3020005005320","神奈川県横浜市西区","浜松町１０−１０なかまの杜","045-315-2141","045-315-2538","http://moomin-asobi.org/","保育所等訪問支援","つむぎ子ども教室Ⅱ","つむぎこどもきょうしつつー","1450300130","神奈川県横浜市西区","久保町24-352Ｆ","045-341-4695","045-325-8146",,35.45003443,139.60988901,"09:30-15:00","","","",,,
"14100","A0000049323","横浜市","一般社団法人　絆実","いっぱんしゃだんほうじんきのみ","8020005013376","神奈川県横浜市中区","本牧町一丁目　２８２−６","045-873-9504","045-884-9601","https://www.ki-no-mi.jp/","保育所等訪問支援","キッズコネクション","きっずこねくしょん","1450400161","神奈川県横浜市中区","本牧町一丁目　２８２−６","045-886-9601","045-886-9601","https://www.kids-connection.info/",35.42885583,139.65817711,"","","","",,,
"12204","A0000074668","船橋市","Ｆｉｔｓ横濱株式会社","ふぃっつよこはまかぶしきがいしゃ","3020001091091","神奈川県横浜市中区","花咲町一丁目18番地","045-315-3915",,,"保育所等訪問支援","おもちゃ箱ふなばし","おもちゃばこふなばし","1252801152","千葉県船橋市","前原西4-9-17","047-409-4543",,"https://omochabako.net/office-list/funabashi/",35.69613304,140.01479530,"10:00-13:00","","","","土曜日・日曜日・祝日、12月29日〜1月3日",,
"14100","A0000012132","横浜市","一般社団法人はる訪問看護ステーション","いっぱんしゃだんほうじんはるほうもんかんごすてーしょん","3020005009676","神奈川県横浜市保土ケ谷区","天王町1-23-16カーサ小山202号室","045-331-8889","045-335-0771","https://www.haru-station.com/","保育所等訪問支援","はるの家","はるのいえ","1450600216","神奈川県横浜市保土ケ谷区","天王町１−２０−８鎌田店舗１階","045-744-7215","045-744-7216","https://www.haru-station.com/",35.45681962,139.60237868,"10:00-18:00","","","","土曜日、日曜日、国民の祝日、年末年始","学校の長期休業時期の営業時間は9:00〜17:00",
"14100","A0000101303","横浜市","一般社団法人はる訪問看護ステーション","いっぱんしゃだんほうじんはるほうもんかんごすてーしょん","3020005009676","神奈川県横浜市保土ケ谷区","天王町1-23-16カーサ小山202号室","045-331-8889","045-335-0771","https://www.haru-station.com/","保育所等訪問支援","訪問型はるの家","ほうもんがたはるのいえ","1450600497","神奈川県横浜市保土ケ谷区","天王町１−２３−１６カーサ小山２０２号室","045-331-8889","045-335-0771","https://www.haru-station.com/",35.45711402,139.60200650,"","","","",,,
"14130","A0000017765","川崎市","社会福祉法人　同愛会","しゃかいふくしほうじんどうあいかい","1020005003160","神奈川県横浜市保土ケ谷区","上菅田町金草沢１７４９番地　","045-373-9661","045-382-3089","http://www.douaikai.com/ccrc/","保育所等訪問支援","川崎市中央療育センター","かわさきしちゅうおうりょういくせんたー","1455200053","神奈川県川崎市中原区","井田3-16-1","044-754-4559","044-788-9263","http://www.douaikai.com/ccrc",35.56340324,139.63606156,"08:30-17:00","08:30-17:00","","","第1・3・5土曜日、日曜、祝祭日",,
"14130","A0000017775","川崎市","社会福祉法人　同愛会","しゃかいふくしほうじんどうあいかい","1020005003160","神奈川県横浜市保土ケ谷区","上菅田町金草沢１７４９番地　","045-373-9661","045-382-3089","http://www.douaikai.com/ccrc/","保育所等訪問支援","川崎市北部地域療育センター","かわさきしほくぶちいきりょういくせんたー","1455600161","神奈川県川崎市麻生区","片平５−２６−１","044-988-3144","044-986-2082","http://www.douaikai.com/kawasaki/hokubu/",35.59746384,139.49221738,"08:30-17:00","","","","日曜日・祝祭日・第2.4.5土曜日","特になし",
"14100","A0000102649","横浜市","ケイベース株式会社","けいべーすかぶしきがいしゃ","6010901051250","神奈川県横浜市港北区","下田町2-10-69セレサ日吉102","0455485579","0455485766","https://www.k-base.info/","保育所等訪問支援","ケイベース高田キャンパス","けいべーすたかたきゃんぱす","1450900590","神奈川県横浜市港北区","高田東1丁目31-26","08053656609","045-330-4980",,35.54648412,139.62501602,"10:00-17:30","","","","日曜　および会社の指定する日",,
"14100","A0000014607","横浜市","社会福祉法人横浜市リハビリテーション事業団","しゃかいふくしほうじんよこはましりはびりてーしょんじぎょうだん","8020005002214","神奈川県横浜市港北区","鳥山町1770番地","045-473-0666","045-473-0956","https://www.yrf.jp/","保育所等訪問支援","横浜市総合リハビリテーションセンター","よこはましそうごうりはびりてーしょんせんたー","1450900012","神奈川県横浜市港北区","鳥山町１７７０番地","045-473-0666","045-473-0956","http://www.yokohama-rf.jp",35.50933310,139.60989917,"08:45-17:15","","","","国民の祝日・休日、事業所が設定する休業日(12/29〜1/3）",,
"14100","A0000014608","横浜市","社会福祉法人横浜市リハビリテーション事業団","しゃかいふくしほうじんよこはましりはびりてーしょんじぎょうだん","8020005002214","神奈川県横浜市港北区","鳥山町1770番地","045-473-0666","045-473-0956","https://www.yrf.jp/","保育所等訪問支援","横浜市西部地域療育センター","よこはましせいぶちいきりょういくせんたー","1450600026","神奈川県横浜市保土ケ谷区","今井町７４３−２","045-353-6933","045-353-6934","http://www.yokohama-rf.jp/facilities/seibu.html",35.45177517,139.55498861,"08:45-17:15","","","","国民の祝日・休日、事業所が設定する休業日(12/29〜1/3)",,
"14100","A0000014610","横浜市","社会福祉法人横浜市リハビリテーション事業団","しゃかいふくしほうじんよこはましりはびりてーしょんじぎょうだん","8020005002214","神奈川県横浜市港北区","鳥山町1770番地","045-473-0666","045-473-0956","https://www.yrf.jp/","保育所等訪問支援","横浜市戸塚地域療育センター","よこはましとつかちいきりょういくせんたー","1451000010","神奈川県横浜市戸塚区","川上町４−４","045-825-1181","045-825-1185","http://www.yokohama-rf.jp/facilities/totsuka.html",35.42868637,139.55526646,"08:45-17:15","","","","国民の祝日・休日、事業所が設定する休業日(12/29〜1/3)",,
"14100","A0000014611","横浜市","社会福祉法人横浜市リハビリテーション事業団","しゃかいふくしほうじんよこはましりはびりてーしょんじぎょうだん","8020005002214","神奈川県横浜市港北区","鳥山町1770番地","045-473-0666","045-473-0956","https://www.yrf.jp/","保育所等訪問支援","横浜市北部地域療育センター","よこはましほくぶちいきりょういくせんたー","1453800011","神奈川県横浜市都筑区","葛が谷１６−３","045-942-3451","045-942-8501","http://www.yokohama-rf.jp/facilities/hokubu.html",35.53547059,139.56415604,"08:45-17:15","","","","国民の祝日・休日、事業所が設定する休業日(12/29〜1/3)",,
"14100","A0000014612","横浜市","社会福祉法人横浜市リハビリテーション事業団","しゃかいふくしほうじんよこはましりはびりてーしょんじぎょうだん","8020005002214","神奈川県横浜市港北区","鳥山町1770番地","045-473-0666","045-473-0956","https://www.yrf.jp/","保育所等訪問支援","よこはま港南地域療育センター","よこはまこうなんちいきりょういくせんたー","1453100040","神奈川県横浜市港南区","野庭町６３１","045-882-1210","045-882-1211","http://www.yokohama-rf.jp/facilities/konan.html",35.38775818,139.57127360,"08:45-17:15","","","","国民の祝日・休日、事業所が設定する休業日(12/29〜1/3)",,
"14000","A0000115319","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 逗子","といろずし","1452500133","神奈川県逗子市","逗子１丁目８番２２号伊東ビル２階","046-874-5934","046-874-5960",,35.29589687,139.57652546,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115325","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 三浦海岸","といろみうらかいがん","1452700071","神奈川県三浦市","南下浦町上宮田３３２２ー１３","046-854-5410","046-854-5411",,35.18587293,139.65561016,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115339","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 茅ヶ崎","といろちがさき","1452400433","神奈川県茅ヶ崎市","高田４丁目４−２７長谷川ビル２階","0467-84-8061","0467-84-8062",,35.34385211,139.41247563,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115365","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 平塚","といろひらつか","1452000639","神奈川県平塚市","宮の前２番５ジグゼ湘南平塚２０１","046-205-4160","046-205-4161",,35.33197130,139.35050111,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115369","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 伊勢原","といろいせはら","1454000298","神奈川県伊勢原市","伊勢原４丁目１３番４号菊地店舗１階","046-240-7475","046-240-7476",,35.39889343,139.31455652,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115377","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 本厚木","といろほんあつぎ","1452900598","神奈川県厚木市","岡田２−８−２８パストラル飯島２０５","046-280-6154","046-280-6164",,35.42865806,139.36224959,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115387","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 小田原","といろおだわら","1452300401","神奈川県小田原市","栄町一丁目４−９尾崎ビル１階Ａ号室","0465-42-9146","0465-42-9147",,35.25448981,139.15621158,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115401","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 辻堂","といろつじどう","1452400565","神奈川県茅ヶ崎市","浜竹３丁目３番３３号ルナ茅ヶ崎２階","0467-38-4246","0467-38-4247",,35.33643261,139.44244210,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115501","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","tioro 二宮","といろにのみや","1451320079","神奈川県中郡二宮町","山西８７１−１清月ビル２０２号室","0463-20-9819","0463-20-9820",,35.29583340,139.25113597,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115502","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 開成","といろかいせい","1451450074","神奈川県足柄上郡開成町","吉田島４３５１番地９富士与駅前ビル１階","0465-46-7119","0465-46-7159",,35.32626458,139.13444004,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115508","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 愛川","といろあいかわ","1451610081","神奈川県愛甲郡愛川町","中津７４４１−１　１階","046-280-6108","046-280-6109",,35.50625991,139.34084404,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115509","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 湯河原","といろゆがわら","1451530065","神奈川県足柄下郡湯河原町","中央１−２１−９ガンワヴィラ１階","0465-42-9467","0465-42-9468",,35.14678043,139.11236401,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115515","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 大船","といろおおふな","1452100363","神奈川県鎌倉市","大船１７５１番地ＪＨＩＡ大船ビル２階","0467-55-5692","0467-55-5693",,35.35135495,139.54314574,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115521","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 藤沢","といろふじさわ","1452200882","神奈川県藤沢市","藤沢１０５１−５ＴＡＩＫＩ３ＢＬＤＧ２階","0466-47-9048","0466-47-9049",,35.34043602,139.48228063,"10:00-11:30","","","","火〜日、祝日",,
"14000","A0000115523","神奈川県","エフィラミライ株式会社","えふぃらみらいかぶしきがいしゃ","1020001112535","神奈川県横浜市港北区","新横浜二丁目6番地13新横浜ステーションビル7階","045-594-8945","045-594-8946","https://www.andante-inc.com/","保育所等訪問支援","toiro 用田","といろようだ","1452201070","神奈川県藤沢市","用田６１６番地１西山用田店舗１階Ｂ区画","0466-53-8431","0466-53-8432",,35.40426724,139.41410985,"10:00-11:30","","","","火〜日、祝日",,
