"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"12000","A0000072634","千葉県","流山市","ながれやまし","1000020122203","千葉県流山市","平和台１の１の１","04-7154-4822","04-7154-4844","http://www.city.nagareyama.chiba.jp/life/1000974/1001034/1001038.html","居宅訪問型児童発達支援","流山市立つばさ学園","ながれやましりつつばさがくえん","1252300015","千葉県流山市","駒木台２２１番地の３","04-7154-4822","04-7154-4844","https://city.nagareyama.chiba.jp/life/1000974/1027914/index.html",35.89207574,139.93311965,"08:30-17:00","","","","土・日・祝日",,
"13000","A0000031773","東京都","特定非営利活動法人フローレンス","とくていひえいりかつどうほうじんふろーれんす","010005015697 ","東京都千代田区","神田神保町1-14-1KDX神保町ビル4F","03-6811-0920","03-6811-0902","https://florence.or.jp/","居宅訪問型児童発達支援","障害児訪問支援ナンシー","しょうがいじほうもんしえんなんしー","1350100044","東京都千代田区","神田神保町1丁目14番1号","03-6811-0920","03-6811-0902","https://nancy.florence.or.jp/",35.69658825,139.75828030,"","","","",,,
"13103","A0000042867","港区","港区","みなとく","8000020131032","東京都港区","芝公園1-5-25","03-3578-2694","03-3578-2678","https://www.city.minato.tokyo","居宅訪問型児童発達支援","港区立児童発達支援センター","みなとくりつじどうはったつしえんせんたー","1350300388","東京都港区","南麻布４−６−１３","03-6277-3106","03-6277-3844",,35.65043419,139.72749858,"09:30-15:00","","","","土日祝",,
"13000","A0000035688","東京都","一般社団法人Ｏｈａｎａ　ＨＯＵＳＥ","いっぱんしゃだんほうじんおはなはうす","1351000268   ","東京都大田区","西馬込１−３２−１５3階","03-6429-8717","03-6429-8717","http://ohana-house.or.jp/","居宅訪問型児童発達支援","ミリミリ目黒","みりみりめぐろ","1351000268","東京都目黒区","碑文谷１−１１−１５","03-5720-8088","03-5720-8088",,35.62136459,139.69098881,"09:00-18:00","","","","土日祝日",,
"13000","A0000082384","東京都","一般社団法人Ｏｈａｎａ　ＨＯＵＳＥ","いっぱんしゃだんほうじんおはなはうす","1351000268   ","東京都大田区","西馬込１−３２−１５3階","03-6429-8717","03-6429-8717","http://ohana-house.or.jp/","居宅訪問型児童発達支援","ミリミリ品川","みりみりしながわ","1350900427","東京都品川区","西大井４−１５−５マンション山崎１階","03-6768-0011","03-6768-0011",,35.59486258,139.71800676,"","","","",,,
"13000","A0000018427","東京都","特定非営利活動法人かすみ草","とくていひえいりかつどうほうじんかすみそう","8011305001204","東京都杉並区","和泉３−２２−１５グランヴェール和泉101","03-6265-7991","03-6265-7992","http://www.npo-kasumiso.com","居宅訪問型児童発達支援","放課後等デイサービスくじら","ほうかごとうでいさーびすくじら","1351500655","東京都杉並区","杉並区グランヴェール和泉１０１","03-6265-7993","03-6265-7992",,35.69957360,139.63638520,"09:00-18:00","","","","土日・祝日・年末年始",,
,"A0000097437",,"イーズメディカル株式会社","いーずめでぃかるかぶしきがいしゃ","8011501024280","東京都北区","豊島１丁目１８番６号王子西原ビル２０１号","03-6824-5551","03-6734-6383","https://www.ease-medical.com/","居宅訪問型児童発達支援","アットイーズ訪問型児童発達支援","あっといーずほうもんがたじどうはったつしえん","1351600364","東京都豊島区","上池袋４丁目２７番２０号パーサヴィアランス上池１０１","03-6824-5551","03-6734-6383","https://www.ease-medical.com/",35.74143223,139.71980405,"09:00-17:30","09:00-17:30","00:00-00:00","09:00-17:30","日曜日、年末年始（12月31日〜1月3日）","祝日は通常営業",
"13000","A0000042881","東京都","練馬区","ねりまく","3000020131202","東京都練馬区","豊玉北6-12-1","03-3993-1111","03-5984-1215","https://www.city.nerima.tokyo.jp/hokenfukushi/shogai/shisetsu/care/fukusikeasenta-.html","居宅訪問型児童発達支援","練馬区立こども発達支援センター","ねりまくりつこどもはったつしえんせんたー","1352000374","東京都練馬区","光が丘３−１−１","03-3975-6251","03-3975-6252","http://www.city.nerima.tokyo.jp",35.75420060,139.63096110,"09:00-16:00","","","","土日祝日、１月２日・３日、１２月２９日から３１日",,
"13000","A0000082379","東京都","葛飾区","かつしかく","1000020131229","東京都葛飾区","立石５−１３−１葛飾区役所","03-3695-1111",,"http://www.city.katsushika.lg.jp/","居宅訪問型児童発達支援","葛飾区子ども発達センター新小岩分室","かつしかくこどもはったつせんたーしんこいわぶんしつ","1352200800","東京都葛飾区","西新小岩４−３３−２","03-5654-3691","03-5654-3692",,35.71849879,139.85385208,"","","","",,,
"13000","A0000067565","東京都","一般社団法人えがお会","いっぱんしゃだんほうじんえがおかい","012805002999 ","東京都立川市","曙町２−３１−４レジス立川曙町４０１","042-518-9609","042-518-9609","https://egao-soudan.com","居宅訪問型児童発達支援","こころと育ちの相談室えがお","こころとそだちのそうだんしつえがお","1353000340","東京都立川市","曙町２−３１−４レジス立川曙町４０１","042-518-9609","042-518-9609","https://egao-soudan.com",35.70168997,139.41645097,"08:30-16:30","08:30-16:30","","","水、金、日、祝日",,
"13000","A0000054665","東京都","調布市","ちょうふし",,"東京都調布市","小島町２−３５−１なし","042-481-7135","042-481-4288","https://www.city.chofu.tokyo.jp/","居宅訪問型児童発達支援","調布市子ども発達センター訪問支援サービス事業所","ちょうふしこどもはったつせんたーほうもんしえんさーびすじぎょうしょ","1354200196","東京都調布市","西町２９０−４９","042-486-1190","042-486-3147","https://www.city.chofu.tokyo.jp/",35.66627750,139.52252947,"08:30-17:15","","","","土日、祝日、12月29日から1月3日まで",,
"13000","A0000035416","東京都","特定非営利活動法人ほっと・ステーションらら","とくていひえいりかつどうほうじんほっとすてーしょんらら","2012305001372","東京都町田市","南成瀬2-32-11クレスト南成瀬Ⅱ2号棟11号室","042-703-4567","042-703-5668",,"居宅訪問型児童発達支援","Ｃｏｃｏらら","ここらら","1353200510","東京都町田市","南成瀬２−３２−１１クレスト南成瀬Ⅱ2号棟11号室","042-703-4567","042-703-5668",,35.53901272,139.46514144,"10:00-16:00","","","","土日祝日　夏季休業　冬季休業",,
"13000","A0000018428","東京都","社会福祉法人日本心身障害児協会","しゃかいふくしほうじんにほんしんしんしょうがいじきょうかい","8013405000151","東京都多摩市","中沢１−３１−１","042-374-2071","042-372-9363","https://www.shimada-ryoiku.or.jp/","居宅訪問型児童発達支援","島田療育センター","しまだりょういくせんたー","1355000108","東京都多摩市","中沢１−３１−１","042-374-2071","042-372-9363",,35.62198803,139.41149603,"","","","",,,
"14130","A0000041335","川崎市","社会福祉法人　青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川１−９−１","045-321-1772","045-321-3037","http://www.aoitori-y.jp","居宅訪問型児童発達支援","川崎西部地域療育センター居宅訪問型児童発達支援事業所","かわさきせいぶちいきりょういくせんたーきょたくほうもんがたじどうはったつしえんじぎょうしょ","1455500015","神奈川県川崎市宮前区","平2-6-1","044-865-2905","044-865-2955","http://www.aoitori-y.jp/",35.60150808,139.56956343,"08:30-17:00","","","","土・日・祝日、12/29〜1/3",,
"14130","A0000059028","川崎市","川崎市社会福祉事業団","かわさきししゃかいふくしじぎょうだん","4020005007522","神奈川県川崎市高津区","久地３−１３−１","044-829-1829","044-829-1840","http://www.kfj.or.jp","居宅訪問型児童発達支援","川崎市南部地域療育センター","かわさきしなんぶちいきりょういくせんたー","1455000164","神奈川県川崎市川崎区","中島３−３−１","044-211-3181","044-230-1945","http://kfj.or.jp/nanbu/",35.52727774,139.71424708,"08:30-17:00","","","","土、日曜日　祝祭日、年末年始",,
"14150","A0000052029","相模原市","合同会社ＮＪＣ’ｓカンパニー","ごうどうがいしゃえぬじぇいしーずかんぱにー","8021003009300","神奈川県相模原市南区","磯部１１５２番地１０","046-254-4068","046-254-4068","https:///www.magicalshoes.net","居宅訪問型児童発達支援","マジカルシューズ","まじかるしゅーず","1452601634","神奈川県相模原市南区","相模台１丁目７番４号","042-705-4798","042-705-4799",,35.51842992,139.41243291,"10:00-12:00","","","","土日祝日",,
"14000","A0000092244","神奈川県","社会福祉法人光友会","しゃかいふくしほうじんこうゆうかい","8021005000323","神奈川県藤沢市","獺郷字大向１００８番地の１","0466-48-1500","0466-48-5113","http://www.lfa.jp/","居宅訪問型児童発達支援","児童発達支援センター藤沢市太陽の家しいの実学園","じどうはったつしえんせんたーふじさわしたいようのいえしいのみがくえん","1452200593","神奈川県藤沢市","鵠沼海岸６−６−１２","0466-33-1411","0466-34-4342","http://www.lfa.jp/",35.32754546,139.46420430,"09:00-17:00","","","","土・日・祝日",,
"14000","A0000070765","神奈川県","社会医療法人社団三思会","しゃかいいりょうほうじんしゃだんさんしかい","5021005003452","神奈川県厚木市","船子232番地","046-229-1771","046-228-0396","https://www.tomei.or.jp/","居宅訪問型児童発達支援","多機能型事業所　にじいろ","たきのうがたじぎょうしょにじいろ","1452900267","神奈川県厚木市","戸室１丁目２９番地１号複合型施設マザーホーム戸室","046-222-7772","046-294-1178","https://www.tomei.or.jp/fukushi/motherhome/nijiiro/",35.44287600,139.36246950,"09:00-17:00","","","","土曜及び日曜日、国民の祝日、１２月２９日から１月３日までとする",,
"11100","A0000058490","さいたま市","株式会社大谷","かぶしきがいしゃおおたに",,"新潟県新潟市江南区","亀田工業団地１−３−５","025-382-0066","025-381-7229",,"居宅訪問型児童発達支援","ゆめみらいキッズ","ゆめみらいきっず","1156511659","埼玉県さいたま市中央区","鈴谷１０−２５アステリスクエアF号室","048-762-3085","048-762-9024",,35.88395601,139.62619925,"10:00-17:00","","","","土日祭日",,
"15100","A0000087915","新潟市","合同会社命美","ごうどうがいしゃなるみ",,"新潟県新潟市西区","寺尾北１丁目１２番５０号フィールドA１０４","025-378-3518","025-378-3519",,"居宅訪問型児童発達支援","居宅訪問型児童発達支援・保育所等訪問支援ほんわか","きょたくほうもんがたじどうはったつしえんほいくしょとうほうもんしえんほんわか","1550101446","新潟県新潟市西区","寺尾北１丁目１２番５０号フィールドA１０４","0253783518","025-378-3519","http://honnwaka2022.com/",37.88565131,138.97075796,"09:00-17:00","","","","土日祝日、　12月29日から1月3日まで",,
"15000","A0000064873","新潟県","一般社団法人Natural","いっぱんしゃだんほうじんなちゅらる","1110005016161","新潟県村上市","羽黒町１１−２３","0254-62-7200","0254-62-7370","https://shien-natural.net/","居宅訪問型児童発達支援","こども発達支援所　はる","こどもはったつしえんじょはる","1551200080","新潟県村上市","羽黒町11番13号","0254-62-7200","0254-62-7370","https://shien-natural.net/",38.21677981,139.48252052,"09:00-17:00","","","","土曜日・日曜日・祝祭日・年末年始（12月30日〜1月3日）、運営法人の指定する日","利用時間は、各利用者の健康状態や保護者の状況等により伸縮させる。",
"15000","A0000085608","新潟県","燕メタセコイアの会","つばめめたせこいあのかい","2110005016680","新潟県燕市","吉田神田町19番8号","0256-78-7001","0256-78-7001","https://www.metasekoia.com/","居宅訪問型児童発達支援","ロンディーネの杜","ろんでぃーねのもり","1551300088","新潟県燕市","吉田神田町19番8号","0256-78-7001","0256-78-7001","https://www.metasekoia.com/",37.69341851,138.88313683,"09:00-17:00","","","","土、日、祝日、年末年始（12/29〜1/3）",,
"15000","A0000085852","新潟県","特定非営利活動法人　ギフテッド","とくていひえいりかつどうほうじんぎふてっど","5110005016612","新潟県上越市","昭和町2丁目7番29号1階","025-520-9756","025-520-9756","https://www.npo-gifted.com/","居宅訪問型児童発達支援","SMiDデイサービスSora","えすえむあいでぃでいさーびすそら","1550300212","新潟県上越市","寺町2-20-1上越市福祉交流プラザ1階","0255429129","025-542-9129","https://www.npo-gifted.com/",37.14784709,138.23608270,"09:00-17:00","09:00-17:00","","09:00-17:00","日曜日、8月13日〜15日、12月29日〜1月3日",,
"16000","A0000070764","富山県","魚津市","うおづし","9000020162043","富山県魚津市","釈迦堂一丁目10番1号","0765-23-1005","0765-23-1055","http://www.city.uozu.toyama.jp","居宅訪問型児童発達支援","魚津市立つくし学園","うおづしりつつくしがくえん","1650400011","富山県魚津市","友道３７３−２","0765-24-3240","0765-24-3247","https://uoshakyo.net",36.82736720,137.40921730,"08:30-17:00","","","","土日、国民の祝日に関する法律に規定する休日及び12月29日から翌年１月３日まで",,
"17201","A0000018293","金沢市","一般社団法人金沢ゆとり学園","いっぱんしゃだんほうじんかなざわゆとりがくえん","3220005008303","石川県金沢市","富樫２丁目5番42-1号","076-256-3390","076-256-3390","http://www17.plala.or.jp/yutorihp/","居宅訪問型児童発達支援","金沢ゆとり学園","かなざわゆとりがくえん","1750102806","石川県金沢市","泉野出町3丁目14番26-1号","076-256-3428","076-256-3428","http://www17.plala.or.jp/yutorihp/",36.53844130,136.65042285,"","","","",,,
"17201","A0000083592","金沢市","株式会社MOYU","かぶしきがいしゃもゆ","22000101882  ","石川県金沢市","高尾台１丁目35番地２","076-272-5833","076-298-0082","https://86haru.jp","居宅訪問型児童発達支援","親子DE発達凸凹８６","おやこではったつでこぼこはる","1750102954","石川県金沢市","高尾台１丁目54番地","076-272-5833","076-298-0082",,36.52414840,136.63807417,"10:00-16:00","","","","土曜日、国民の祝日、年末年始、お盆",,
"17201","A0000056888","金沢市","金沢市","かなざわし",,"石川県金沢市","広坂１丁目１番１号","076-220-2289","076-232-0294","https://www4.city.kanazawa.lg.jp/index.html","居宅訪問型児童発達支援","金沢市障害児通園施設ひまわり教室","かなざわししょうがいじつうえんしせつひまわりきょうしつ","1750103002","石川県金沢市","十一屋町４番34号","076-243-6786","076-243-6786",,36.54408806,136.66206623,"09:00-17:15","09:00-17:15","","","日曜日、祝日、12月29日から翌年１月３日まで",,
"17000","A0000027989","石川県","株式会社サンフラワー","かぶしきかいしゃさんふらわー",,"石川県七尾市","中島町奥吉田カ乙部一番甲二地","0767-66-6010","0767-66-6299","http://sun-flower-niji.net/","居宅訪問型児童発達支援","居宅訪問型児童発達支援事業所サンフラワー","きょたくほうもんがたじどうはったつしえんじぎょうしょさんふらわー","1750202002","石川県七尾市","中島町奥吉田カ乙部一番甲二地","0767-66-6010",,,37.11986929,136.85043860,"","","","",,,
"17000","A0000090555","石川県","リハビリライフサポート株式会社","りはびりらいふさぽーとかぶしきがいしゃ","0220001022505","石川県小松市","串町丙7番地２","0761582085","0761582085","https://feliz-komatsu.com/","居宅訪問型児童発達支援","MIRAI KODOU","みらいこどう","1750302190","石川県小松市","串町丙６番地２","0761582085","0761582085",,36.36867536,136.42706866,"09:45-15:00","","","09:45-15:00","日曜",,
"17000","A0000069788","石川県","一般社団法人ひだまり","いっぱんしゃだんほうじんひだまり","8220005008612","石川県小松市","荒屋町丁８２番地４","0761-66-8098",,,"居宅訪問型児童発達支援","ことり","ことり","1750302174","石川県小松市","荒屋町丁８２番地４","0761-66-8098",,,36.43171833,136.47336821,"","","","",,,
"18201","A0000014384","福井市","合同会社　ぽると","ごうどうがいしゃぽると","8210003000729","福井県福井市","八重巻中町25-8","0776-89-1256",,"http://www12.plala.or.jp/porto/","居宅訪問型児童発達支援","ぽると","ぽると","1850100056","福井県福井市","八重巻中町25-8","0776-89-1256",,"http://www12.plala.or.jp/porto/",36.10498135,136.22276615,"09:00-17:00","","","","日曜日、原則として隔週月、木曜日",,
"18201","A0000013886","福井市","一般社団法人ＯｒａｎｇｅＫｉｄｓ’ＣａｒｅＬａｂ．","いっぱんしゃだんほうじんおれんじきっずけあらぼ","6210005009514","福井県福井市","灯明寺３丁目３５１１なし","0776-21-3339","0776-21-3339","http://carelab.jp","居宅訪問型児童発達支援","ＯｒａｎｇｅＫｉｄｓ’ＣａｒｅＬａｂ．","おれんじきっずけあらぼ","1850101740","福井県福井市","灯明寺３丁目３５１１","0776-21-3339","0776-21-3339","http://carelab.jp",36.09793459,136.21187869,"09:00-17:00","","","","土日、祝日、12/29〜1/3",,
"18000","A0000061118","福井県","株式会社やまちゃん","かぶしきがいしゃやまちゃん","6210001017066","福井県敦賀市","堂50号１番地の4","080-6350-7481","","","居宅訪問型児童発達支援","NEST　Care","ねすとけあ","1850200450","福井県敦賀市","中央町１丁目9-4","070-4126-0190",,,35.64391093,136.05821812,"","","","",,,
"18201","A0000075480","福井市","株式会社やまちゃん","やまちゃん","6210001017066","福井県敦賀市","堂５０号１番地の４","080-6350-7481","","","居宅訪問型児童発達支援","ＮＥＳＴ　Ｃａｒｅ福井店","ねすとけあふくいてん","1850102417","福井県福井市","大和田２丁目４１８エルパプラス２Ｆ","070-8902-0884","0776-63-5583",,36.09487824,136.24873022,"","","","",,,
"18000","A0000061149","福井県","株式会社ふらむはぁとリハビリねっと","かぶしきがいしゃふらむはあとりはびりねっと","4210002014270","福井県小浜市","南川町12番13号","0770-53-3028","0770-53-3018",,"居宅訪問型児童発達支援","小浜市母と子の家児童発達支援センター","おばましははとこのいえじどうはったつしえんせんたー","1850300029","福井県小浜市","後瀬町１番５号","0770-53-2603","0770-64-5150","https://cokouta2020.wixsite.com/obama",35.49366511,135.74804125,"","","","","土・日曜日",,
"18000","A0000070919","福井県","特定非営利活動法人はぁもにぃ永平寺","とくていひえいりかつどうほうじんはあもにいえいへいじ","6210005009472","福井県吉田郡永平寺町","松岡吉野堺18-5-1","0776-61-0258","0776-50-1030","http://harmonyeiheiji.wixsite.com/harmony","居宅訪問型児童発達支援","重症心身障がい児者福祉サービス事業所　はぁもにぃ","じゅうしょうしんしんしょうがいじしゃふくしさーびすじぎょうしょはあもにい","1851000040","福井県吉田郡永平寺町","松岡吉野堺18-5-1","0776-61-0258","0776-50-1030","http://harmonyeiheiji.wixsite.com/harmony",36.08652881,136.29459813,"10:30-13:30","","","","土、日、国民の祝日、年末年始その他事業所が定める日",,
"20201","A0000029620","長野市","社会福祉法人長野市社会事業協会","しゃかいふくしほうじんながのししゃかいじぎょうきょうかい","5100005001689","長野県長野市","若里６丁目６番14号","026-217-7800","026-217-7824","https://nagano-shajikyo.or.jp/","居宅訪問型児童発達支援","児童発達支援センターにじいろキッズらいふ","じどうはったつしえんせんたーにじいろきっずらいふ","2050100037","長野県長野市","若里6丁目6番14号","026-219-3780","026-223-6011","https://nagano-shajikyo.or.jp/n-k-life/",36.62688291,138.19339311,"09:30-16:00","","","","土日、国民の祝日に関する法律に規定する休日、年末年始。",,
"20202","A0000021042","松本市","特定非営利活動法人こすもけあ福祉会","とくていひえいりかつどうほうじん","8100005002057","長野県長野市","川中島町今里87-6","0263-88-0028","0263-88-0027","http://ccare.jp","居宅訪問型児童発達支援","多機能型事業所　雲のポッケ","たきのうがたじぎょうしょくものぽっけ","2050200472","長野県松本市","今井字原田2616番地1","0263-88-0028","0263-88-0027","http://ccare.jp",36.23805990,137.97201400,"09:00-16:00","","","","土日祝日、12月29日〜1月3日",,
"20202","A0000030261","松本市","合同会社アーチ","ごうどうがいしゃあーち","6100003004759","長野県松本市","南原二丁目2番5-1号","0263-87-0445","0263-87-0446",,"居宅訪問型児童発達支援","そだちえ","そだちえ","2050200399","長野県松本市","南原二丁目2番5-1号","0263-87-0445","0263-87-0446",,36.21172351,137.94514554,"10:00-18:00","09:00-15:00","","","第２・４土曜日、日曜日、祝日、お盆、年末年始、学校長期休暇時",,
"20000","A0000021086","長野県","社会福祉法人カルディア会","しゃかいふくしほうじんかるでぃあかい",,"長野県上田市","蒼久保５５８番地","0268-71-5445","0268-35-0221","http://www12.ueda.ne.jp/~karudia-1976/","居宅訪問型児童発達支援","上田いずみ園","うえだいずみえん","2050300025","長野県上田市","蒼久保558","0268-35-0339","0268-35-0221","http://www12.ueda.ne.jp/~karudia-1976/",36.38934912,138.29035790,"09:00-15:00","","","","土曜、日曜、祝日",,
"20000","A0000026346","長野県","飯田市","いいだし","2000020202053","長野県飯田市","大久保町2534","0265-22-4511",,"https://www.city.iida.lg.jp/","居宅訪問型児童発達支援","飯田市こども発達センターひまわり","いいだしこどもはったつせんたーひまわり","2050500020","長野県飯田市","松尾新井5933-2","0265-23-6097","0265-23-6091",,35.50103561,137.85056614,"09:00-15:00","","","","土曜日、日曜日、祝祭日、12/29〜1/3",,
"20000","A0000024287","長野県","有限会社中部エンジニア","ゆうげんがいしゃちゅうぶえんじにあ",,"長野県安曇野市","三郷温4952","0263-77-4130","0263-77-6030",,"居宅訪問型児童発達支援","あおぞらnobi","あおぞらのび","2054000159","長野県安曇野市","三郷温6084-1","0263-77-7320","0263-77-7320",,36.26626502,137.88181772,"09:00-14:00","","","","日曜・祭日．１２／２９から１／３．８／１１から８／１５",,
"20000","A0000056507","長野県","特定非営利活動法人四季","とくていひえいりかつどうほうじんしき","5100005003925","長野県北佐久郡軽井沢町","大字長倉785-1","0267-31-6293","0267-31-6293",,"居宅訪問型児童発達支援","にじいろポケット","にじいろぽけっと","2052100084","長野県北佐久郡軽井沢町","長倉2350-22","0267-41-6133","0267-41-6133",,36.34872047,138.59924596,"","","","",,,
"20000","A0000050917","長野県","社会福祉法人信濃こぶし会","しゃかいふくしほうじんしなのこぶしかい","710000501001 ","長野県下伊那郡豊丘村","神稲4026-1","0265-35-8511","0265-35-9016","https://kobushikai.or.jp/","居宅訪問型児童発達支援","障害児通所支援事業所パドルダッククラブ","しょうがいじつうしょしえんじぎょうしょぱどるだっくくらぶ","2052500028","長野県下伊那郡喬木村","小川933番地３","0265-33-5288","0265-48-6563","https://kobushikai.or.jp",35.51368470,137.87369935,"09:30-15:00","","","","土曜日、日曜日",,
"21201","A0000036918","岐阜市","医療法人社団折居医院","いりょうほうじんしゃだんおりいいいん","7200005002758","岐阜県岐阜市","鷺山北町８−３８","058-232-7800","058-232-2611",,"居宅訪問型児童発達支援","障がい福祉施設こぱんだ","しょうがいふくししせつこぱんだ","2150101109","岐阜県岐阜市","鷺山北町8-20","0582156180","0582156550",,35.45138803,136.75415080,"09:00-17:00","","","","土、日、祝日",,
"21201","A0000036911","岐阜市","株式会社みーおん","かぶしきがいしゃみーおん","1200001032599","岐阜県岐阜市","津島町６丁目３６番地２","058-233-8088","058-296-4113","http://mi-on.jp/","居宅訪問型児童発達支援","みーおんの森","みーおんのもり","2150100697","岐阜県岐阜市","津島町6丁目36番地2","058-233-8088","058-296-4113","",35.43568765,136.75962832,"10:00-17:00","10:00-16:00","","","日、祝日と事業所が定めた日",,
"21000","A0000044864","岐阜県","リンクアッシュ株式会社","りんくあっしゅかぶしきかいしゃ","9180001105689","岐阜県大垣市","外渕２丁目１５７番地２　セジュール近藤（南側）１０７","0584-84-2211","0584-84-2210","http://link-h.co.jp","居宅訪問型児童発達支援","オモイダマ","おもいだま","2152100380","岐阜県大垣市","米野町1-115","0584-84-7070","0584-84-7071","http://link-h.co.jp",35.33658372,136.62880461,"","","","",,,
"21000","A0000061151","岐阜県","社会福祉法人清風会","しゃかいふくしほうじんせいふうかい","4200005008130","岐阜県美濃加茂市","蜂屋町伊瀬５４０番地１","0574-24-2125","0574-24-2128","","居宅訪問型児童発達支援","こどもみらい園ぽぽらす","こどもみらいえんぽぽらす","2151200108","岐阜県美濃加茂市","加茂野町市橋字稲葉578−2","0574-66-6000","0574-66-6001","",35.44023400,137.01563330,"10:00-16:00",,"","","日曜、祝日",,
"21000","A0000024087","岐阜県","郡上市","ぐじょうし","4000020212199","岐阜県郡上市","八幡町島谷２２８","0575-67-1121","0575-67-1711","https://www.city.gujo.lg.jp/","居宅訪問型児童発達支援","郡上市南部子ども発達支援センターひまわり","ぐじょうしなんぶこどもはったつしえんせんたーひまわり","2151000060","岐阜県郡上市","八幡町小野6-2-5","0575-65-5967","0575-65-6180",,35.75652354,136.97051413,"09:00-17:00","","","","土日祝日、年末年始","指導時間については、利用者と相談のうえ決定します。",
"21000","A0000024088","岐阜県","郡上市","ぐじょうし","4000020212199","岐阜県郡上市","八幡町島谷２２８","0575-67-1121","0575-67-1711","https://www.city.gujo.lg.jp/","居宅訪問型児童発達支援","郡上市北部子ども発達支援センターたんぽぽ","ぐじょうしほくぶこどもはったつしえんせんたーたんぽぽ","2151000052","岐阜県郡上市","白鳥町白鳥359-25","0575-82-3116","0575-82-3116",,35.88753171,136.86098203,"09:00-17:00","","","","土日祝日、年末年始","指導時間については、利用者と相談のうえ決定します。",
"21000","A0000045168","岐阜県","下呂市","げろし",,"岐阜県下呂市","森９６０","0576-24-2222","0576-25-3250",,"居宅訪問型児童発達支援","萩原さくらんぼ教室","はぎわらさくらんぼきょうしつ","2152800013","岐阜県下呂市","萩原町萩原６００−１","0576-52-4848","0576-52-4366","",35.87295519,137.21433399,"","","","",,,
"22100","A0000040517","静岡市","認定ＮＰＯ法人活き生きネットワーク","にんていえぬぴーおーほうじんいきいきねっとわーく","4080005001552","静岡県静岡市葵区","安東１丁目２３−１２なし","054-209-0700","054-209-5700","http://npo-ikiiki.net/","居宅訪問型児童発達支援","のびっこハウス","のびっこはうす","2254200419","静岡県静岡市葵区","長谷町２４番地","054-200-1517","054-209-5700","http://npo-ikiiki.net/",34.98471077,138.38140366,"08:30-17:30","","","","土曜日曜・年末年始","24時間電話対応可能",
"22100","A0000085733","静岡市","特定非営利活動法人ぴゅあ","とくていひえいりかつどうほうじんぴゅあ","9080005006407","静岡県静岡市駿河区","登呂３丁目３番１号","054-204-5930","054-204-5931","https://pure2011pure.org/","居宅訪問型児童発達支援","こども発達支援　ぴぴ","こどもはったつしえんぴぴ","2254230408","静岡県静岡市駿河区","登呂三丁目３番１号","054-204-5930","054-204-5931",,34.95928643,138.40554923,"","","","",,,
"22000","A0000059929","静岡県","社会福祉法人聖隷福祉事業団","しゃかいふくしほうじんせいれいふくしじぎょうだん","8080405000142","静岡県浜松市中区","元城町218番地26","053-413-3300","053-413-3314","http://www.seirei.or.jp/hq/","居宅訪問型児童発達支援","聖隷こども発達支援事業所かるみあ富丘","せいれいこどもはったつしえんじぎょうしょかるみあとみおか","2256900263","静岡県磐田市","富丘677-1","0538-36-0606","0538-36-0655",,34.73044516,137.84291343,"","","","","土日祝　12月29日から1月3日",,
"22130","A0000018738","浜松市","浜松市（指定管理者：浜松市社会福祉事業団）","はままつししていかんりしゃはままつししゃかいふくしじぎょうだん","3000020221309","静岡県浜松市中区","元城町１０３−２","053-457-2034","053-457-2630","https://hamamatsu-social-welfare.org/","居宅訪問型児童発達支援","児童発達支援センター「ひまわり」","じどうはったつしえんせんたーひまわり","2257260014","静岡県浜松市浜北区","高薗775-1","053-586-8802",,,34.77796162,137.81538310,"08:30-17:15","","","","土日祝日、年末年始",,
"22000","A0000041039","静岡県","株式会社デイベンロイ","かぶしきがいしゃでいべんろい","2261190165   ","静岡県沼津市","大諏訪字八反田534番地","055-921-3632",,"http://www.davenroy.co.jp/carer.html","居宅訪問型児童発達支援","地球のかけら","ほしのかけら","2251100323","静岡県沼津市","東椎路字中尾1640-1","08046777809",,,35.09558670,138.86349220,"","","","",,,
"22000","A0000010215","静岡県","富士市","ふじし","200020222101 ","静岡県富士市","永田町1丁目100番地","0545-51-0123","0545-53-0151","https://www.city.fuji.shizuoka.jp/","居宅訪問型児童発達支援","富士市立こども発達センターみはら園","ふじしりつこどもはったつせんたーみはらえん","2252200098","静岡県富士市","伝法85","0545-21-2010","0545-21-9481",,35.18655081,138.68076036,"08:30-17:15","","","","土・日・祝日","12月29日〜1月3日休業",
